model,n_train,function,output_dim_modeled_idx,rep,training_time,prediction_time,rmse,coverage
Surmise,300,piston,0,9,0.8508830070495605,0.0014917850494384766,0.03484335348669165,0.9466666666666667
PCGP,500,borehole,0,9,14.966302871704102,0.14515113830566406,606.3307486039236,0.0
Surmise,500,borehole,0,9,0.40125608444213867,0.0029039382934570312,606.3294538824488,0.0
PCGP,500,otlcircuit,0,9,19.39415717124939,0.01837301254272461,0.01198791227536109,1.0
Surmise,500,otlcircuit,0,9,0.16123485565185547,0.0029871463775634766,0.013032971582973271,1.0
PCGP,500,piston,0,9,27.760093927383423,0.012564897537231445,0.032145200665470636,0.9266666666666666
Surmise,500,piston,0,9,0.33539676666259766,0.003503084182739258,0.03685905125376771,0.9133333333333333
PCGP,800,borehole,0,9,19.42783808708191,0.10936403274536133,3.670330541877295,0.9333333333333333
Surmise,800,borehole,0,9,0.8895459175109863,0.007929801940917969,3.7566446340259922,0.94
PCGP,800,otlcircuit,0,9,32.79352426528931,0.04406571388244629,0.01273122315869372,1.0
Surmise,800,otlcircuit,0,9,0.3724679946899414,0.00685572624206543,0.011992978083633222,1.0
PCGP,800,piston,0,9,36.108160972595215,0.017581939697265625,0.02548129718679911,0.9333333333333333
Surmise,800,piston,0,9,0.5029230117797852,0.006314277648925781,0.029997961559719972,0.9333333333333333
